1,29,19,49,33,402.82
1,25,1,38,25,322.19
1,13,18,19,16,329.25
1,15,7,25,24,476.42
1,28,9,21,28,766.25
1,19,13,13,12,151.47
1,5,11,24,16,421.39
1,17,16,17,21,545.72
1,7,9,10,24,308.4
1,8,16,5,46,1234.32
1,12,17,9,8,172.48
1,15,9,22,20,504.94
1,6,18,30,48,665.81
1,15,0,68,47,707.95
1,15,7,15,8,169.57
1,28,14,30,47,594.56
1,23,8,43,47,1050.11
1,21,11,1,11,129.12
1,2,0,29,48,794.54
1,28,5,71,48,1374.51
1,20,0,26,17,201.87
1,16,4,48,32,877.65
1,17,2,14,33,417.01
1,29,9,24,46,665.54
1,2,11,0,4,89.83
1,28,1,26,16,359.04
1,13,4,11,20,551.79
1,24,4,15,37,992.31
1,17,16,15,46,1119.96
1,25,7,37,23,480.44
1,26,3,52,36,610.34
1,11,3,60,40,538.06
1,24,5,32,17,259.06
1,23,13,9,41,994.7
1,18,0,23,24,654.28
1,26,13,30,22,383.72
1,17,0,18,27,338
1,26,2,63,34,439.37
1,19,17,10,25,680.44
1,6,13,47,36,436.73
1,6,17,16,28,395.25
1,15,12,3,19,458.63
1,30,18,57,41,578.44
1,17,14,17,31,402.27
1,30,2,20,32,804.09
1,9,15,55,35,588.86
1,26,3,2,19,454.05
1,9,10,34,31,849.36
1,2,8,38,46,1293.05
1,19,18,38,28,376.12
1,23,6,40,37,447.14
1,22,0,48,31,407.29
1,21,6,48,40,903.56
1,13,17,48,26,342.35
1,24,13,68,37,944.68
1,27,10,18,11,259.34
1,3,0,15,19,234.97
1,1,3,5,42,573.25
1,22,16,36,36,595.38
1,22,15,68,39,991.33
1,3,2,47,28,718
1,6,0,33,18,458.65
1,15,4,4,32,773
1,2,9,18,38,563.05
1,2,3,23,14,351.91
1,10,14,32,27,607.28
1,13,2,54,36,449.45
1,14,1,29,41,1003.37
1,29,19,11,27,724.15
1,12,16,61,44,607.44
1,28,2,3,46,531.89
1,5,0,29,40,973.55
1,16,8,31,29,474.81
1,3,13,62,43,995.58
1,4,6,48,33,475.63
1,10,9,2,15,299.15
1,16,17,3,36,527.57
1,20,9,62,39,516.21
1,24,3,54,43,544.32
1,12,1,44,38,558.37
1,18,5,40,38,546.25
1,19,10,26,38,499.6
1,17,1,55,30,364.59
1,7,13,33,27,350.77
1,30,10,20,24,654.97
1,3,5,22,47,544.87
1,8,13,7,19,477.81
1,25,10,31,43,647.56
1,9,8,4,18,432.51
1,10,0,44,44,1208.19
1,21,0,61,45,588.79
1,14,5,40,47,1651
1,15,3,76,40,1132.74
1,20,12,55,30,516.36
1,22,1,36,34,849.62
1,12,7,23,16,447.43
1,17,11,18,43,558.62
1,26,11,14,20,512.27
1,29,5,19,67,531
1,12,6,68,43,1087.4
1,29,13,93,48,1230.41
1,30,15,77,43,1232.05
1,17,10,36,44,1215
1,30,5,51,37,461.08
1,1,3,13,13,153.53
1,12,6,16,28,687.4
1,27,5,33,19,331.75
1,16,18,2,48,684.52
1,17,18,58,33,753.83
1,9,15,91,48,655.87
1,16,2,21,15,328.68
1,9,14,47,39,665.49
1,11,15,11,20,305.81
1,15,6,4,24,284.84
1,14,2,30,17,490.8
1,29,14,4,24,474.26
1,18,3,28,21,351.12
1,26,8,45,29,829.42
1,22,16,62,38,657.58
1,12,2,10,26,299.28
1,3,1,9,32,513.19
1,15,7,4,30,743.54
1,1,12,78,45,549.23
1,20,14,45,45,550.5
1,14,12,21,27,411.65
1,19,0,48,7,973.5
1,17,2,58,33,668.03
1,8,15,30,42,628.46
1,17,11,83,46,615.22
1,5,11,17,31,825.19
1,18,3,4,19,364.38
1,29,9,53,39,606.33
1,3,11,12,10,286.18
1,30,7,59,30,368.26
1,26,15,63,45,605
1,17,13,16,70,355.87
1,23,18,72,42,526.93
1,11,19,4,18,271.2
1,27,10,5,22,365.09
1,13,5,35,27,616.55
1,28,11,77,41,546.76
1,25,4,49,38,626.43
1,7,14,36,27,461.98
1,18,0,9,41,529.54
1,13,6,22,43,542.56
1,13,18,4,27,725.09
1,25,10,36,19,508.69
1,11,13,2,16,227.57
1,20,9,9,26,333.4
1,25,10,9,9,185.6
1,30,3,62,36,492.49
1,7,9,40,40,799.71
1,27,0,22,22,611.15
1,24,6,16,50,193.29
1,20,11,13,18,399.82
1,21,15,19,14,408.62
1,25,19,46,28,390.38
1,16,8,51,37,1013.86
1,14,6,21,17,433.69
1,22,0,27,33,464.54
1,19,17,10,25,671.07
1,8,16,47,3,468
1,29,4,75,46,556.96
1,2,2,46,28,336.39
1,11,16,39,39,1006.79
1,20,11,81,47,685.62
1,10,13,48,32,733.19
1,7,2,33,20,330.33
1,29,7,72,39,619.2
1,5,6,44,25,651.79
1,13,2,22,30,833.08
1,9,14,15,18,515.03
1,18,17,1,16,208.55
1,26,16,55,40,1023.15
1,15,3,12,44,1183.6
1,8,8,16,31,418.86
1,30,1,37,36,726.85
1,29,6,70,42,1081
1,20,19,38,44,718.7
1,4,0,17,15,211.66
1,13,15,47,24,690.56
1,2,17,20,23,657
1,10,16,55,32,652.8
1,5,16,40,23,401.97
1,18,8,50,33,923.68
1,15,10,30,30,386.07
1,26,10,41,41,1047.09
1,13,13,20,11,452
1,18,2,28,45,1114.58
1,17,9,16,27,357.85
1,16,17,10,35,865.47
1,22,1,6,34,494.74
1,26,15,9,20,299.19
1,7,17,67,35,926.57
1,10,15,95,48,1128.61
1,28,9,73,42,510.76
1,9,5,11,11,529
1,4,11,10,15,409.66
1,8,11,19,10,267.48
1,6,9,24,24,333.03
1,11,6,15,32,798.86
1,23,9,26,32,720.53
1,11,10,27,38,745.36
1,27,3,6,17,413.89
1,22,11,42,23,603.67
1,23,10,7,4,121.33
1,11,2,4,9,120.67
1,14,7,55,44,542.37
1,25,1,10,25,480.99
1,16,19,27,26,407.94
1,3,15,8,13,333.91
1,24,8,0,28,415.26
1,3,10,61,42,1183.6
1,28,1,71,46,610.74
1,11,1,2,0,297.44
1,29,1,9,31,765.79
1,16,16,6,15,255.6
1,6,17,21,33,442.62
1,9,16,16,11,286.42
1,12,11,19,19,535.71
1,14,13,83,48,1355.98
1,27,14,35,22,501.94
1,21,13,16,46,595.82
1,28,6,63,32,926.25
1,22,14,56,44,1204.49
1,9,19,15,19,486.36
1,25,7,46,37,489.23
1,5,1,31,20,290.18
1,6,15,57,45,704.77
1,18,12,40,26,684.52
1,16,2,57,36,472.1
1,26,18,56,35,436.93
1,18,1,25,45,575.54
1,1,2,31,43,1189.75
1,24,8,11,22,281.48
1,21,7,2,0,693
1,2,8,30,33,713.39
1,12,6,31,34,414.71
1,30,11,15,48,656.22
1,23,5,30,32,432.37
1,25,16,78,45,1005.45
1,13,9,12,9,261.29
1,21,9,36,33,398.95
1,23,7,0,18,204.54
1,9,12,33,21,600.6
1,8,8,7,22,422.02
1,24,5,6,15,326.74
1,6,14,52,47,1341.18
1,12,6,20,34,436.82
1,4,18,58,46,720.37
1,3,17,15,38,458.65
1,24,8,66,37,490.91
1,7,10,30,25,324.87
1,13,6,49,31,381.15
1,25,0,50,44,607.3
1,21,5,27,33,484.82
1,29,7,34,32,868.9
1,14,12,20,46,1224.96
1,30,17,4,42,1026.41
1,26,11,46,39,1089
1,18,2,82,46,1185
1,10,0,15,27,580.34
1,17,4,51,35,582.45
1,19,17,73,40,1136.4
1,16,5,15,20,552.69
1,24,14,1,31,828.09
1,29,19,44,32,738.23
1,15,17,60,37,1071.67
1,17,7,73,37,786.6
1,30,1,5,6,159.99
1,25,4,11,16,262.49
1,2,14,2,17,223.68
1,30,17,68,48,724.24
1,17,5,78,45,698.68
1,10,0,7,32,220
1,16,7,48,46,565.21
1,26,6,16,9,263.34
1,18,1,64,36,436.19
1,24,5,4,17,218.12
1,7,8,17,11,313.57
1,4,19,80,44,1003.03
1,8,17,17,21,525.21
1,13,1,20,12,244.8
1,15,16,37,24,637.37
1,24,15,25,26,433.8
1,13,11,51,45,623.96
1,21,14,17,36,799.87
1,12,5,15,33,814.33
1,16,0,49,41,542.31
1,22,6,16,24,665.05
1,20,3,26,33,393.51
1,6,4,41,25,338.82
1,26,2,65,43,1201.06
1,5,7,70,44,1151.25
1,15,15,33,21,438.49
1,13,13,57,48,1348.55
1,8,17,0,25,301
1,3,4,20,19,379.48
1,12,12,56,36,533.07
1,16,16,2,4,399
1,21,14,3,24,474.17
1,15,2,57,47,555.74
1,6,1,5,10,134.67
1,7,15,11,48,1304.63
1,27,3,12,34,427.35
1,20,0,18,19,310.76
1,25,8,63,46,1145.96
1,19,11,30,20,414.4
1,28,6,17,30,436.19
1,18,14,44,34,486.34
1,6,14,5,36,524.75
1,14,11,59,33,446.46
1,5,1,19,41,560.04
1,13,9,70,42,1200.25
1,5,4,7,20,386.06
1,17,2,39,20,259.25
1,6,1,9,46,995.13
1,20,6,36,31,405.86
1,13,8,59,36,603.12
1,29,7,39,33,436.28
1,19,10,37,23,519.96
1,20,3,39,39,477.62
1,26,11,33,17,214.95
1,11,14,11,33,546.5
1,25,18,0,45,1086.48
1,1,15,29,19,497
1,16,18,25,21,485.91
1,12,4,18,30,369.32
1,8,3,22,34,905.66
1,12,3,17,27,649.18
1,10,15,63,34,434.59
1,8,6,74,39,657.77
1,25,5,17,47,634.8
1,30,12,11,35,489.19
1,5,19,21,41,502.16
1,6,10,17,21,341.58
1,1,19,5,27,374.03
1,24,8,35,45,734.35
1,26,5,51,42,707.52
1,3,4,16,37,424.39
1,15,10,2,9,177.07
1,2,16,69,40,494.98
1,18,16,39,45,1133.06
1,17,9,24,42,538.46
1,9,12,5,24,592.34
1,15,8,28,25,696.12
1,22,1,16,25,680.61
1,13,4,68,48,1316.54
1,2,12,7,29,470.19
1,17,14,30,16,429.71
1,23,13,32,17,460.25
1,10,3,39,47,1291.77
1,8,1,21,14,392.62
1,13,10,61,32,921.76
1,8,16,40,32,821
1,20,13,40,43,1059.85
1,25,10,22,19,260.24
1,13,1,70,41,678.34
1,22,16,41,22,314.37
1,1,3,66,45,1260.6
1,19,1,17,14,357.05
1,26,12,6,45,619.77
1,6,6,19,47,598.39
1,27,2,3,29,755.34
1,15,10,19,18,410.97
1,4,8,21,25,344.11
1,12,16,12,9,216.07
1,17,17,17,24,397.35
1,27,10,2,21,462.07
1,11,5,58,36,521.13
1,18,8,20,32,889.24
1,25,12,41,2,368.22
1,7,6,29,27,350.18
1,14,8,49,42,606.8
1,28,1,16,13,320.94
1,20,7,16,43,861.79
1,26,6,50,48,1225.15
1,21,17,26,18,466.73
1,17,6,28,28,632.69
1,27,3,11,23,345.39
1,1,13,66,37,776.06
1,22,0,51,40,565.42
1,25,1,19,12,270
1,12,19,27,23,300.83
1,14,10,65,41,1078.46
1,23,8,84,46,674.97
1,19,5,5,12,194.7
1,8,18,23,37,1040.36
1,25,5,58,33,488.32
1,6,1,14,11,225.35
1,23,17,58,40,1113.67
1,18,3,81,43,1113
1,25,12,86,48,1360.38
1,6,18,5,10,1236.4
1,20,18,51,35,484.06
1,1,12,16,10,264.19
1,2,5,29,30,765.91
1,23,16,35,19,443.52
1,1,14,80,48,1394.03
1,24,10,78,44,649.34
1,9,12,40,35,994.96
1,7,0,1,3,72.53
1,19,17,12,19,255.87
1,6,5,50,43,656
1,24,8,40,32,905.64
1,30,6,58,40,584.31
1,26,12,55,36,470.51
1,5,19,29,36,976.55
1,29,0,43,38,564.59
1,12,17,51,27,626.93
1,2,6,1,14,273.83
1,11,9,85,43,631.1
1,4,10,23,21,573.6
1,21,10,20,34,907
1,14,9,2,34,536.23
1,3,12,16,16,417.26
1,27,2,7,23,500.66
1,21,12,75,40,1165.81
1,22,12,7,22,362.13
1,19,17,25,32,419.97
1,23,9,55,39,595.73
1,15,5,34,21,257.21
1,19,1,28,32,635.53
1,3,14,8,20,233.72
1,3,0,53,19,507.84
1,2,10,41,30,619.71
1,24,9,21,16,199.59
1,4,10,65,46,694.79
1,22,7,10,39,706.2
1,22,10,93,48,707.35
1,7,13,9,14,397.42
1,2,5,11,7,373
1,23,11,49,34,471.03
1,6,16,41,23,477.89
1,13,14,6,4,57.08
1,1,10,22,28,385.06
1,4,17,79,40,926.64
1,19,14,25,23,657.56
1,22,16,50,31,405.32
1,27,11,4,47,1140.43
1,30,14,39,34,866
1,19,5,30,31,761.2
1,3,7,46,46,609.88
1,10,16,23,21,595.25
1,16,11,1,40,499.83
1,15,11,36,26,668
1,9,10,2,30,735.62
1,20,12,21,13,369.23
1,19,16,35,27,412.43
1,24,10,49,26,737.31
1,27,18,3,47,601.87
1,7,16,7,6,178.25
1,29,19,17,39,834.75
1,19,1,17,20,538.89
1,7,11,3,24,656.29
1,19,12,15,12,306.96
1,6,16,71,43,582.59
1,8,10,27,35,712.49
1,7,17,50,40,1102.49
1,18,18,44,29,506.95
1,8,16,66,38,773.96
1,15,10,13,4,404
1,14,2,3,7,135.1
1,18,6,44,26,351.08
1,3,18,1,46,565.71
1,8,0,26,27,683.26
1,4,0,43,32,792.57
1,2,8,22,16,455.25
1,23,13,68,46,959.81
1,27,0,32,21,586.3
1,19,11,37,39,868.1
1,15,18,3,27,671.58
1,1,7,59,32,424.22
1,24,18,24,16,423.27
1,12,5,0,43,690.93
1,2,8,6,37,478.05
1,3,5,19,36,497.81
1,14,7,48,48,774.84
1,9,18,88,48,1005.67
1,12,4,48,28,348.78
1,26,17,7,17,224.46
1,19,2,18,13,221.57
1,5,9,42,45,628.57
1,25,19,11,25,636.41
1,17,2,9,36,983.14
1,21,6,7,21,337.2
1,7,3,52,35,471.6
1,18,0,75,45,1246.69
1,2,5,33,22,331.76
1,30,18,21,42,899.26
1,20,0,25,30,438.02
1,13,14,11,9,115.23
1,21,3,28,18,223.68
1,25,18,2,26,521.5
1,30,10,64,33,676.08
1,15,12,52,47,1180.08
1,29,1,48,25,310.08
1,16,14,84,46,1059.79
1,4,19,55,33,882.83
1,30,18,23,25,645.08
1,3,1,23,39,1075.87
1,4,1,24,18,220.57
1,9,7,24,40,1007.02
1,28,3,9,20,325.46
1,30,8,53,33,854.04
1,8,15,53,33,697.8
1,23,7,21,13,180.54
1,18,0,28,34,461.59
1,28,19,56,34,695.34
1,23,13,0,30,368.68
1,2,4,13,18,398.54
1,29,9,71,37,1543
1,3,8,84,47,784.56
1,29,7,36,27,749.05
1,20,9,43,27,464.61
1,15,2,67,35,927.58
1,26,19,3,43,927.37
1,14,17,11,17,261.07
1,19,0,25,36,476.56
1,21,1,19,43,1137.3
1,15,4,22,24,336.04
1,1,1,20,20,292.17
1,22,3,46,26,670
1,30,0,18,44,929.86
1,6,1,13,14,308.57
1,6,9,29,25,1000
1,19,18,6,10,264.28
1,16,10,7,20,484.69
1,14,2,59,42,712.42
1,17,12,43,25,701.47
1,9,11,34,28,385.28
1,17,0,20,35,448.75
1,25,3,6,23,606.04
1,17,15,14,47,617.55
1,8,8,48,28,402.18
1,30,13,3,13,285.56
1,8,4,46,29,352.21
1,7,13,20,16,414
1,7,11,22,30,418.35
1,2,7,35,28,418.41
1,9,13,34,22,292.19
1,17,4,43,37,534.37
1,17,14,20,28,378.42
1,16,4,37,21,588.23
1,5,17,84,45,956.88
1,27,9,34,18,519.2
1,28,12,54,36,806.76
1,22,6,44,29,657.23
1,20,6,28,39,588.65
1,20,12,54,38,632.35
1,9,2,8,30,639.76
1,9,17,27,19,539.52
1,8,2,25,32,421.65
1,10,18,30,17,221.33
1,2,8,66,36,761.81
1,9,7,8,8,228.86
1,7,12,41,47,653.83
1,1,12,29,46,672.22
1,24,17,75,47,1062.85
1,13,2,54,11,876.7
1,7,9,13,13,264.8
1,14,9,15,41,816.18
1,11,19,66,48,581.6
1,17,1,46,31,415.91
1,15,17,69,48,1387.75
1,29,12,41,33,554.61
1,5,1,19,46,663.97
1,6,16,20,25,645.76
1,30,6,2,17,199.89
1,9,16,43,33,480.09
1,10,12,14,28,339.13
1,7,3,23,20,507
1,29,9,40,22,384.12
1,17,19,28,34,962.27
1,14,17,21,37,433.28
1,22,4,3,9,238.38
1,24,9,45,28,730.68
1,5,6,2,19,301.02
1,13,4,8,21,265.32
1,14,13,13,26,504.89
1,6,2,64,6,1005.84
1,5,5,29,31,862.34
1,19,16,8,20,546.6
1,11,10,24,40,1006.55
1,17,15,23,39,544.73
1,15,5,68,38,851.11
1,9,17,23,31,373.14
1,16,3,10,10,243.81
1,27,17,28,43,695.9
1,17,5,31,31,841.5
1,14,9,14,20,499.2
1,29,6,29,20,242
1,23,19,28,0,285.6
1,29,3,25,13,274.74
1,13,2,3,12,320.49
1,8,3,11,35,936.1
1,2,19,17,28,763.74
1,15,19,3,10,400
1,21,2,14,20,319.19
1,22,14,63,39,508.34
1,22,3,3,11,179.9
1,3,17,2,21,466.77
1,24,18,22,22,560.23
1,15,11,15,32,450.79
1,7,12,22,12,346.11
1,11,17,72,37,796.12
1,9,16,29,23,606.68
1,27,16,53,29,659.28
1,23,10,24,21,588.36
1,8,12,14,13,364.11
1,21,2,22,13,185.94
1,26,8,25,42,680.27
1,1,2,22,15,208.97
1,12,4,28,47,707.53
1,10,5,10,31,816.48
1,27,17,50,41,1055.32
1,18,10,68,36,477.04
1,1,13,95,48,705.18
1,28,4,12,16,214.05
1,17,17,28,28,701.84
1,30,17,51,34,461.86
1,14,11,12,21,569.56
1,23,12,32,26,574.59
1,14,0,48,48,957.6
1,27,13,60,47,567.39
1,30,0,33,45,575.73
1,1,1,35,24,676.11
1,9,18,37,35,970.42
1,11,13,12,29,803.72
1,9,0,10,16,200.93
1,18,1,54,29,415.8
1,13,15,58,32,542.16
1,22,19,14,32,641.85
1,10,1,7,46,527.35
1,24,18,5,22,493.86
1,4,19,48,36,461.75
1,5,7,45,27,457.18
1,11,6,4,47,1011.42
1,6,10,71,41,1054.42
1,11,19,42,46,760.42
1,17,10,29,42,519.16
1,13,10,21,31,780.74
1,20,16,6,16,412.33
1,7,3,74,44,1243
1,21,1,3,13,275.26
1,23,14,11,27,742.99
1,11,17,39,33,554.01
1,1,11,53,34,530.01
1,24,16,1,18,353.44
1,25,9,42,31,510.02
1,23,9,6,30,578.5
1,4,10,28,28,472.58
1,11,8,24,14,407.43
1,10,6,3,27,401.31
1,1,13,66,37,776.11
1,22,0,5,6,128.48
1,17,6,23,14,207.91
1,16,9,25,26,577.2
1,22,3,22,21,587.36
1,8,10,15,10,231.54
1,14,12,31,34,448.47
1,22,3,69,46,1198.19
1,25,10,21,25,555.84
1,14,15,87,46,1222.03
1,28,1,38,23,331.05
1,4,7,43,22,286.14
1,17,10,22,46,544.4
1,2,6,41,32,409.01
1,13,18,3,2,468.6
1,17,19,0,44,1051.85
1,25,6,9,48,614.88
1,12,12,15,13,291.36
1,24,12,47,44,964.62
1,25,11,7,13,324.55
1,17,7,20,33,796.43
1,14,19,45,31,522.64
1,22,6,0,22,526.99
1,22,2,1,26,551.82
1,17,4,10,37,426.53
1,28,0,4,48,1271.05
1,25,0,2,8,170.78
1,24,8,67,34,532.8
1,9,15,5,24,652.3
1,11,19,23,16,460.14
1,16,5,54,44,546.98
1,8,4,13,43,904.01
1,13,14,0,17,340.08
1,14,2,6,10,247.81
1,4,12,7,24,659.87
1,16,18,12,25,617.31
1,13,6,23,26,355.62
1,13,6,17,27,541.61
1,25,18,53,39,574.52
1,25,9,8,27,398.22
1,9,4,14,46,678.68
1,13,11,8,34,550.92
1,27,0,41,37,479.39
1,22,13,9,20,248.76
1,9,14,11,40,597.05
1,30,18,45,29,367.49
1,30,2,44,45,573.9
1,23,8,39,28,360.45
1,18,16,21,24,602.73
1,3,5,37,28,359.5
1,15,15,33,21,326.29
1,18,3,73,48,1064.06
1,23,14,69,45,1307.48
1,30,13,8,24,349.8
1,13,3,76,45,913.04
1,19,10,7,20,257.52
1,10,12,54,30,469.8
1,13,9,26,32,891.65
1,4,18,63,33,587.03
1,10,17,25,13,348.87
1,19,14,41,40,1087.92
1,11,9,2,39,632.16
1,23,2,6,31,356.6
1,18,1,25,32,689.29
1,23,13,28,20,410.04
1,3,11,21,40,508.06
1,26,0,25,41,865.56
1,22,12,59,31,884.93
1,22,16,55,41,1658
1,23,8,41,28,478.84
1,8,13,37,47,1186.23
1,11,18,19,44,723.44
1,20,4,75,48,1250.64
1,14,8,32,26,428.66
1,26,18,71,43,560.42
1,24,14,41,27,765.62
1,2,11,27,17,252.81
1,1,6,47,28,361.37
1,3,18,19,21,419.66
1,14,11,26,15,222.22
1,11,14,58,34,777.58
1,30,12,30,16,427.07
1,27,5,0,38,731.2
1,19,1,13,32,631.87
1,10,18,22,40,672.02
1,24,1,66,41,928.2
1,19,1,22,19,528.78
1,2,15,43,35,876.1
1,27,0,51,32,424.18
1,14,18,31,47,1044.27
1,13,7,26,27,764.06
1,23,11,41,29,451.47
1,12,7,20,31,787.05
1,28,0,0,39,458.06
1,14,19,46,30,478.08
1,25,16,82,47,821.6
1,22,10,19,18,236.55
1,5,17,31,23,279.89
1,3,7,8,10,151.94
1,26,10,60,43,614.34
1,9,10,88,48,647.19
1,20,16,58,43,970.64
1,11,2,21,40,977.72
1,9,0,4,6,159.88
1,7,6,1,22,416.19
1,21,3,4,18,217.91
1,21,19,10,34,729.73
1,25,1,14,19,223.99
1,13,15,30,18,416.47
1,29,0,3,44,846.4
1,9,5,23,28,459.49
1,9,1,18,35,679.41
1,13,2,6,11,297.13
1,2,12,19,16,195.82
1,7,1,11,9,147.57
1,9,0,26,25,403.1
1,5,0,8,37,897.98
1,13,0,17,29,762.2
1,19,5,21,35,690.4
1,22,9,34,19,249.12
1,15,9,38,34,680.81
1,27,6,73,41,518.94
1,12,9,7,75,545.85
1,7,7,52,27,768.01
1,25,2,45,37,1020.26
1,4,4,11,36,782.4
1,30,13,42,37,508.14
1,8,19,8,42,1135.2
1,19,2,39,30,398.1
1,26,0,3,27,386.45
1,14,18,4,35,434.68
1,4,3,58,48,627.89
1,28,6,52,1,548.59
1,23,15,12,22,606.49
1,22,18,22,27,588.33
1,5,16,10,10,284.5
1,23,18,26,39,977.69
1,3,7,51,40,995.48
1,30,1,8,29,357.47
1,18,1,68,38,547.75
1,12,12,4,31,750.12
1,25,4,84,48,1109.05
1,21,18,79,43,585.24
1,26,15,23,2,316.32
1,3,3,4,21,239.53
1,9,1,6,12,177.19
1,29,1,18,46,537.6
1,17,11,22,24,296.83
1,13,10,27,30,843.71
1,8,2,46,39,470.01
1,7,9,25,28,705.27
1,1,5,56,41,544.16
1,4,18,14,17,250.53
1,2,12,50,33,871.61
1,29,8,0,7,188.83
1,8,2,13,12,239.24
1,21,12,68,39,996.21
1,24,14,32,26,400.17
1,10,18,22,46,1244.22
1,12,13,27,39,961.5
1,21,4,48,8,634.2
1,6,13,3,37,897.86
1,15,10,46,30,1030
1,20,4,58,36,466.68
1,29,4,7,19,521.06
1,22,5,65,43,861.51
1,20,16,46,47,594.04
1,10,3,9,8,204.91
1,23,6,11,13,170.84
1,27,8,35,19,483.8
1,14,10,16,14,387.87
1,19,0,4,16,660
1,29,8,16,47,694.42
1,29,17,0,47,769.4
1,1,11,5,5,132.77
1,8,7,32,40,809.16
1,22,10,75,40,1146.2
1,6,16,31,32,428.77
1,15,3,24,9,464.64
1,27,16,11,47,1123.32
1,18,3,15,13,259.85
1,4,11,24,19,251.96
1,13,8,30,34,835.67
1,23,12,9,12,199.8
1,5,7,6,42,830.9
1,6,5,9,37,882.4
1,16,6,4,40,1054.8
1,26,14,11,22,615.34
1,21,11,31,29,445.55
1,20,2,11,36,438.77
1,9,14,3,35,459.83
1,26,10,14,38,525.17
1,4,17,12,27,357.79
1,9,12,42,30,504.9
1,24,10,44,35,710.4
1,15,11,61,47,639.57
1,4,3,20,36,536.64
1,5,0,15,47,740.8
1,14,15,80,43,972.14
1,16,11,14,17,480.1
1,6,11,30,25,342.27
1,28,10,61,31,915.22
1,18,3,76,47,728.51
1,26,13,15,8,140.06
1,26,2,20,38,616.08
1,14,13,19,24,478.67
1,7,1,28,28,703.07
1,5,3,29,15,233.16
1,29,0,23,21,564.81
1,29,3,65,33,878.1
1,15,12,1,10,271.77
1,30,0,29,34,551.91
1,24,16,8,26,656.82
1,7,19,39,44,1816
1,16,1,55,41,528.87
1,17,15,42,47,626.77
1,7,9,71,47,1342.53
1,28,13,28,43,860.29
1,9,13,28,33,500.17
1,6,16,28,17,459.35
1,4,14,27,31,852.24
1,27,16,14,8,143.9
1,17,1,78,44,622.77
1,13,18,31,18,246.1
1,5,11,10,25,407.82
1,4,7,20,20,247.32
1,12,11,29,31,398.31
1,27,11,2,10,255.06
1,4,7,52,47,770.01
1,20,9,57,41,1150.76
1,16,19,77,41,615.79
1,27,14,13,28,696
1,8,5,25,30,597.6
1,17,13,50,42,509.47
1,18,1,64,37,1030.91
1,29,8,8,27,354.56
1,19,2,25,14,365.57
1,16,1,36,46,892.34
1,27,16,46,26,404.63
1,27,15,3,7,201.03
1,27,6,51,47,611.12
1,27,13,30,18,412.96
1,17,14,41,28,706.79
1,7,5,3,32,764.1
1,28,1,16,23,313.73
1,21,2,31,18,224.66
1,2,2,42,45,1008.05
1,7,9,9,42,527.89
1,27,0,71,45,1164.82
1,15,19,37,29,485.53
1,13,14,13,31,441.6
1,13,19,46,26,449.03
1,16,11,13,16,436.61
1,13,7,7,19,371.97
1,1,19,57,30,444.87
1,3,16,30,21,306.35
1,30,8,38,20,253.07
1,29,2,45,33,434.09
1,1,13,35,36,1001.69
1,17,9,40,35,416.43
1,3,11,56,43,564.74
1,23,13,12,44,602.13
1,19,9,70,38,463.04
1,21,10,6,16,403.92
1,14,14,30,18,228.37
1,23,16,8,19,513.74
1,22,17,18,33,437.97
1,22,10,2,5,73.17
1,6,13,0,38,992.01
1,19,12,63,37,1035.23
